chinese,english,status,source
谈笑自若,go on talking and laughing as if nothing had happened,VERIFIED,PETCI
谈言微中,use an expression which hits the mark,VERIFIED,PETCI
请君入瓮,kindly step into the vat - try what you have devised against others,VERIFIED,PETCI
论功行赏,award people according to their contributions,VERIFIED,PETCI
讳莫如深,not utter a single word about something,VERIFIED,PETCI
讳疾忌医,hide one's sickness for fear of treatment,VERIFIED,PETCI
诸如此类,things like that,VERIFIED,PETCI
谑而不虐,tease without embarrassing,VERIFIED,PETCI
谦谦君子,"a modest, self-disciplined gentleman",VERIFIED,PETCI
谦虚谨慎,modest and prudent,VERIFIED,PETCI
谢天谢地,thank goodness,VERIFIED,PETCI
谬种流传,the dissemination of error,VERIFIED,PETCI
谨小慎微,timid and overcautious,VERIFIED,PETCI
谨言慎行,speak and act cautiously,VERIFIED,PETCI
哗众取宠,talk big to impress people,VERIFIED,PETCI
识途老马,a wise old bird,VERIFIED,PETCI
识时务者为俊杰,a brave man knows how to bow to circumstances,VERIFIED,PETCI
变本加厉,go even further,VERIFIED,PETCI
变化无常,fickle,VERIFIED,PETCI
变幻莫测,unpredictable,VERIFIED,PETCI
豁达大度,generous,VERIFIED,PETCI
豁然贯通,suddenly see the whole thing in a clear sight,VERIFIED,PETCI
豁然开朗,suddenly cleared up,VERIFIED,PETCI
岂有此理,How unreasonable!,VERIFIED,PETCI
丰富多彩,rich and varied,VERIFIED,PETCI
丰功伟绩,great achievements,VERIFIED,PETCI
丰衣足食,well-provided,VERIFIED,PETCI
象齿焚身,an elephant is killed because of its ivory - warning against hoarding wealth,VERIFIED,PETCI
象牙之塔,the ivory tower,VERIFIED,PETCI
豪情壮志,lofty sentiments and aspirations,VERIFIED,PETCI
豪言壮语,heroic sayings,VERIFIED,PETCI
豹死留皮,a leopard's skin survives its body,VERIFIED,PETCI
豺狼当道,evil person in power,VERIFIED,PETCI
豺狼成性,rapacious and ruthless,VERIFIED,PETCI
貌合神离,seemingly in harmony but actually at variance,VERIFIED,PETCI
猫哭耗子,shed crocodile tears,VERIFIED,PETCI
负荆请罪,apologize,VERIFIED,PETCI
负重致远,be able to shoulder important tasks,VERIFIED,PETCI
负隅顽抗,put up a desperate struggle,VERIFIED,PETCI
贫病交迫,suffering from both poverty and sickness,VERIFIED,PETCI
贫嘴薄舌,garrulous and sharp-tongued,VERIFIED,PETCI
贫无立锥之地,utterly destitute,VERIFIED,PETCI
货真价实,one hundred percent,VERIFIED,PETCI
贪得无厌,he insatiably greedy,VERIFIED,PETCI
贪天之功,credit other people's achievements to oneself,VERIFIED,PETCI
贪图富贵,desire wealth and honor greatly,VERIFIED,PETCI
贪小失大,covet a little and lose a lot,VERIFIED,PETCI
贪生怕死,clinging to life instead of braving death,VERIFIED,PETCI
贪赃枉法,take bribes and bend the law,VERIFIED,PETCI
贪污腐化,corruption and degeneration,VERIFIED,PETCI
责有攸归,cannot shift the blame onto others,VERIFIED,PETCI
责无旁贷,an inescapable duty,VERIFIED,PETCI
买空卖空,speculate on the rise and fall of prices,VERIFIED,PETCI
费力不讨好,get no thanks for one's hard work,VERIFIED,PETCI
费尽心机,painstakingly,VERIFIED,PETCI
贻害无穷,cause endless trouble to future things,VERIFIED,PETCI
贻笑大方,be laughed at by experts,VERIFIED,PETCI
贻人口实,be a source of ridicule,VERIFIED,PETCI
贿赂公行,give and take bribes openly,VERIFIED,PETCI
贼头贼脑,furtive,VERIFIED,PETCI
贼喊捉贼,the devil rebuking a sin,VERIFIED,PETCI
贼去关门,lock the door after the thief has gone,VERIFIED,PETCI
宾至如归,a home from home,VERIFIED,PETCI
赏罚分明,be strict and fair in meting out rewards and punishments,VERIFIED,PETCI
赏心悦目,find the scenery pleasing both to the eye and the mind,VERIFIED,PETCI
赔了夫人又折兵,throw the helve after the hatchet,VERIFIED,PETCI
卖剑买牛,beat swords into ploughshares,VERIFIED,PETCI
卖身投靠,basely offer to serve the enemy,VERIFIED,PETCI
质疑问难,raise doubts and difficult questions for discussion,VERIFIED,PETCI
赞不绝口,be full of praise,VERIFIED,PETCI
赤膊上阵,come out into the open,VERIFIED,PETCI
赤胆忠心,extreme loyalty,VERIFIED,PETCI
赤地千里,a thousand li of barren land - a scene of utter desolation,VERIFIED,PETCI
赤手空拳,unarmed,VERIFIED,PETCI
赤子之心,utter innocence,VERIFIED,PETCI
赫赫有名,well-renowned,VERIFIED,PETCI
走马观花,take a brief look at,VERIFIED,PETCI
走投无路,be driven to the wall,VERIFIED,PETCI
赴汤蹈火,go through hell,VERIFIED,PETCI
起承转合,"introduction, elucidation of the theme, transition to another viewpoint and summing up - the four steps in the composition of an essay",VERIFIED,PETCI
起死回生,snatch a patient from the jaws of death,VERIFIED,PETCI
趁火打劫,take advantage of somebody's misfortune to do him harm,VERIFIED,PETCI
趁热打铁,strike while the iron is hot,VERIFIED,PETCI
超凡越圣,above the average and overtake the sages,VERIFIED,PETCI
超群绝伦,for surpassing those of one's fellows,VERIFIED,PETCI
超尘拔俗,above the average,VERIFIED,PETCI
超然物外,keep out of,VERIFIED,PETCI
越俎代庖,take another's job into one's own hands,VERIFIED,PETCI
趔趄不前,hesitating whether to go forward or not,VERIFIED,PETCI
赶尽杀绝,spare none,VERIFIED,PETCI
趋之若鹜,scramble for something,VERIFIED,PETCI
趋炎附势,curry favor with the powerful,VERIFIED,PETCI
足智多谋,wise and full of stratagems,VERIFIED,PETCI
趾高气扬,head in the clouds,VERIFIED,PETCI
跋山涉水,travel across mountains and rivers,VERIFIED,PETCI
路遥知马力，事久见人心,"as a long road tests a horse's strength, so a long task proves a person's heart",VERIFIED,PETCI
跳梁小丑,contemptible rebel,VERIFIED,PETCI
踟蹰不前,hesitate to move forward,VERIFIED,PETCI
踵决肘见,down at the heels and out at the elbow,VERIFIED,PETCI
蹈常袭故,follow mere routine,VERIFIED,PETCI
蹉跎岁月,idle away one's time,VERIFIED,PETCI
踌躇不前,waver in determination,VERIFIED,PETCI
踌躇满志,smug with pride,VERIFIED,PETCI
跃跃欲试,itch to have a go,VERIFIED,PETCI
身败名裂,one's personal reputation is ruined,VERIFIED,PETCI
身不由己,lose one's balance,VERIFIED,PETCI
身体力行,practice what one preaches,VERIFIED,PETCI
身临其境,personally go through a situation,VERIFIED,PETCI
身价百倍,skyrocket to fame,VERIFIED,PETCI
身教胜于言教,practice is better than precept,VERIFIED,PETCI
身强力壮,strong,VERIFIED,PETCI
身先士卒,lead one's men in a charge,VERIFIED,PETCI
身在福中不知福,not appreciate the happy life one enjoys,VERIFIED,PETCI
身外之物,mere worldly possessions,VERIFIED,PETCI
车到山前必有路,things will eventually sort themselves out,VERIFIED,PETCI
车水马龙,heavy traffic,VERIFIED,PETCI
车载斗量,plentiful,VERIFIED,PETCI
轩然大波,a great disturbance,VERIFIED,PETCI
软硬皆施,use both persuasion and force,VERIFIED,PETCI
载歌载舞,festively singing and dancing,VERIFIED,PETCI
轻描淡写,play down,VERIFIED,PETCI
轻诺寡信,make promises easily but seldom keep them,VERIFIED,PETCI
轻歌曼舞,sing merrily and dance grace fully,VERIFIED,PETCI
轻举妄动,act rashly,VERIFIED,PETCI
轻装上阵,a forward with one's burdens discarded,VERIFIED,PETCI
轻重倒置,put the trivial above the important,VERIFIED,PETCI
轻手轻脚,gingerly,VERIFIED,PETCI
轻而易举,without making an effort,VERIFIED,PETCI
轻于鸿毛,lighter than a feather - a death which is of no significance at all,VERIFIED,PETCI
辗转反侧,toss and turn restlessly,VERIFIED,PETCI
转败为胜,turn a defeat into a victory,VERIFIED,PETCI
转祸为福,turn a calamity into a blessing,VERIFIED,PETCI
转危为安,pull through,VERIFIED,PETCI
转弯抹角,beat about the bush,VERIFIED,PETCI
辙乱旗靡,utterly routed,VERIFIED,PETCI
轰轰烈烈,stormy and heroic,VERIFIED,PETCI
辛辛苦苦,take great pains,VERIFIED,PETCI
迅雷不及掩耳,as sudden as lightning,VERIFIED,PETCI
迎头痛击,deal a telling blow to somebody,VERIFIED,PETCI
迎头赶上,try hard to catch up,VERIFIED,PETCI
迎刃而解,solve problems or difficulties with the greatest ease,VERIFIED,PETCI
近朱者赤，近墨者黑,he who keeps company with the wolf will learn to howl,VERIFIED,PETCI
近水楼台先得月,enjoy the benefits of a favorable position,VERIFIED,PETCI
返老还童,feel rejuvenated,VERIFIED,PETCI
迥然不同,definitely different,VERIFIED,PETCI
迫不得已,be forced to,VERIFIED,PETCI
迫不及待,cannot wait,VERIFIED,PETCI
迫在眉睫,extremely urgent,VERIFIED,PETCI
迷迷糊糊,"in a daze, difficult to make out",VERIFIED,PETCI
迷途知返,return to the correct path,VERIFIED,PETCI
追奔逐北,pursue a routed army,VERIFIED,PETCI
追本溯源,trace to its source,VERIFIED,PETCI
追根究底,get to the bottom of something,VERIFIED,PETCI
退避三舍,avoid somebody like a plague,VERIFIED,PETCI
送旧迎新,ring out the Old Year and ring in the New,VERIFIED,PETCI
送往迎来,see off those who depart and welcome those who arrive,VERIFIED,PETCI
逃之夭夭,make one's getaway,VERIFIED,PETCI
逆来顺受,take the rough with the smooth,VERIFIED,PETCI
逆水行舟,row against the flood,VERIFIED,PETCI
逍遥法外,go scot-free,VERIFIED,PETCI
逍遥自在,be at peace with the world and oneself,VERIFIED,PETCI
逐字逐句,word for word,VERIFIED,PETCI
通风报信,divulge secret information,VERIFIED,PETCI
通都大邑,metropolis,VERIFIED,PETCI
通力合作,make a united effort,VERIFIED,PETCI
通情达理,show common sense,VERIFIED,PETCI
通权达变,adaptable to changing circumstances,VERIFIED,PETCI
通宵达旦,all night long,VERIFIED,PETCI
逞性妄为,act recklessly,VERIFIED,PETCI
速战速决,fight a quick battle to force a quick decision,VERIFIED,PETCI
造谣惑众,spread rumors to confuse the people,VERIFIED,PETCI
造谣中伤,make up stories to defame others,VERIFIED,PETCI
造谣生事,cause trouble by spreading rumors,VERIFIED,PETCI
逢凶化吉,turn calamities into blessings,VERIFIED,PETCI
逢场作戏,join in the fun on occasion,VERIFIED,PETCI
连篇累牍,long-winded,VERIFIED,PETCI
进退两难,in a quandary,VERIFIED,PETCI
进退失据,be kept in the air,VERIFIED,PETCI
进退维谷,in a dilemma,VERIFIED,PETCI
进寸退尺,the loss outweighs the gain,VERIFIED,PETCI
逼上梁山,be driven to drastic alternatives,VERIFIED,PETCI
遇事生风,sow discord whenever possible,VERIFIED,PETCI
运筹帷幄,map out a strategy,VERIFIED,PETCI
运用自如,have a perfect command of,VERIFIED,PETCI
遍地开花,spring up all over the place,VERIFIED,PETCI
遍体鳞伤,beaten black and blue,VERIFIED,PETCI
过目成诵,have a photographic memory,VERIFIED,PETCI
过屠门而大嚼,feed oneself on illusions,VERIFIED,PETCI
过河拆桥,ingratitude for past help,VERIFIED,PETCI
过甚其词,give an exaggerated account,VERIFIED,PETCI
过犹不及,too much water drowned the miller,VERIFIED,PETCI
过眼云烟,as transient as a fleeting cloud,VERIFIED,PETCI
过为已甚,carry things too for,VERIFIED,PETCI
远近闻名,be well-known far and near,VERIFIED,PETCI
道不拾遗，夜不闭户,"no one picks up and pockets anything found on the road, and doors need not be locked at night",VERIFIED,PETCI
道貌岸然,pose as a person of high morals,VERIFIED,PETCI
道听途说,hearsay,VERIFIED,PETCI
违法乱纪,violate the law and discipline,VERIFIED,PETCI
遥相呼应,coordinate with each other from afar,VERIFIED,PETCI
遥遥无期,not within the foreseeable future,VERIFIED,PETCI
远交近攻,befriend the distant states while attacking those nearby,VERIFIED,PETCI
远见卓识,farsighted,VERIFIED,PETCI
远水不解近渴,distant water cannot quench present thirst - the aid is too slow in coming to be of any help,VERIFIED,PETCI
远水不救近火,water far away is not of much use in putting out a fire,VERIFIED,PETCI
远走高飞,get away from home,VERIFIED,PETCI
适逢其会,happen to be present at the right moment,VERIFIED,PETCI
适得其反,on the contrary,VERIFIED,PETCI
适可而止,not overdo it,VERIFIED,PETCI
迟疑不决,be undecided,VERIFIED,PETCI
遗臭万年,an everlasting shame,VERIFIED,PETCI
避坑落井,escape one difficulty only to fall into another,VERIFIED,PETCI
避其锐气，击其惰归,avoid the enemy when he is fresh and strike him down when he is tired and withdrawn,VERIFIED,PETCI
避重就轻,avoid the important and dwell on the trivial,VERIFIED,PETCI
避实就虚,strike where the enemy is weakest,VERIFIED,PETCI
邂逅相遇,meet,VERIFIED,PETCI
邪魔歪道,crooked ways,VERIFIED,PETCI
邯郸学步,lose one's own individuality in imitating others,VERIFIED,PETCI
郑重其事,seriously,VERIFIED,PETCI
酌情处理,settle a matter as one sees fit,VERIFIED,PETCI
酒囊饭袋,a good-for-nothing person,VERIFIED,PETCI
酒肉朋友,fair-weather friends,VERIFIED,PETCI
酗酒滋事,get drunk and create a disturbance,VERIFIED,PETCI
酩酊大醉,be dead drunk,VERIFIED,PETCI
醉生梦死,live a life of dreams,VERIFIED,PETCI
醉翁之意不在酒,"though one professes to be a drinker, he is really not interested in wine",VERIFIED,PETCI
醍醐灌顶,be enlightened,VERIFIED,PETCI
丑态百出,utterly ridiculous,VERIFIED,PETCI
重蹈覆辙,recommit the same error,VERIFIED,PETCI
重见天日,once more see the light of day - be delivered from oppression or persecution,VERIFIED,PETCI
重整旗鼓,rally one's forces,VERIFIED,PETCI
重温旧梦,revive an old dream,VERIFIED,PETCI
野心勃勃,driven by wild ambition,VERIFIED,PETCI
量力而行,act according to one's ability,VERIFIED,PETCI
量入为出,make both ends meet,VERIFIED,PETCI
量材录用,assign jobs to people according to their talents,VERIFIED,PETCI
金碧辉煌,resplendent and magnificent,VERIFIED,PETCI
金戈铁马,shining spears and armoured horses - a symbol of war in ancient China,VERIFIED,PETCI
金科玉律,laws and regulations,VERIFIED,PETCI
金口玉言,precious words,VERIFIED,PETCI
金蝉脱壳,escape unnoticed,VERIFIED,PETCI
金城汤池,"a strong, well-guarded city",VERIFIED,PETCI
金石为开,the utmost sincerity can influence even the metal and stone,VERIFIED,PETCI
金字招牌,gold-lettered signboard,VERIFIED,PETCI
金瓯无缺,unimpaired territorial integrity,VERIFIED,PETCI
金玉良言,valuable advice,VERIFIED,PETCI
金玉其外，败絮其中,shining on the outside but rotten on the inside,VERIFIED,PETCI
釜底抽薪,take a drastic measure to deal with a situation,VERIFIED,PETCI
釜底游鱼,person whose fate is seated,VERIFIED,PETCI
针锋相对,blow for blow,VERIFIED,PETCI
勾心斗角,jockey for position,VERIFIED,PETCI
银样蜡枪头,a pewter spearhead that shines like silver - an impressive looking but useless person,VERIFIED,PETCI
钢筋铁骨,a brass and iron constitution - a strong man,VERIFIED,PETCI
铜墙铁壁,impregnable fortress,VERIFIED,PETCI
铢积寸累,accumulate little by little,VERIFIED,PETCI
铭感终身,remain deeply grateful for the rest of one's life,VERIFIED,PETCI
铭记不忘,be engraved on one's heart,VERIFIED,PETCI
锐不可当,be an irresistible force,VERIFIED,PETCI
销声匿迹,keep silent and lie tow,VERIFIED,PETCI
铤而走险,rush headlong into danger,VERIFIED,PETCI
锋芒毕露,make a showy display of one's abilities,VERIFIED,PETCI
锋芒逼人,display one's talent in an aggressive manner,VERIFIED,PETCI
锋芒所向,target of attack,VERIFIED,PETCI
锄强扶弱,get rid of the strong and help the weak,VERIFIED,PETCI
铺天盖地,blot out the sky and cover up the earth,VERIFIED,PETCI
铺张浪费,extravagant,VERIFIED,PETCI
锱铢必较,dispute over every detail,VERIFIED,PETCI
钱可通神,money makes the mare go,VERIFIED,PETCI
锦囊妙计,a master stroke,VERIFIED,PETCI
锦绣河山,beautiful land,VERIFIED,PETCI
锦绣前程,glorious future,VERIFIED,PETCI
锦上添花,win honor one after another in quick succession,VERIFIED,PETCI
错综复杂,complicated,VERIFIED,PETCI
锲而不舍,keep on carving unflaggingly - work with perseverance,VERIFIED,PETCI
镜花水月,flowers in a mirror and the moon in water - an illusion,VERIFIED,PETCI
铁面无私,impartial and incorruptible,VERIFIED,PETCI
铁证如山,irrefutable proof,VERIFIED,PETCI
铁石心肠,unmoved by feeling,VERIFIED,PETCI
铁树开花,the iron tree in blossom - something seldom seen or hardly possible,VERIFIED,PETCI
铁案如山,borne out by ironclad evidence,VERIFIED,PETCI
铸成大错,make a gross error,VERIFIED,PETCI
鉴往知来,see visions of things by experiences,VERIFIED,PETCI
钻牛角尖,get into a dead end,VERIFIED,PETCI
长篇大论,a lengthy speech,VERIFIED,PETCI
长年累月,year in year out,VERIFIED,PETCI
长驱直入,drive deep into,VERIFIED,PETCI
长嘘短叹,sigh incessantly,VERIFIED,PETCI
长此以往,if things continue this way,VERIFIED,PETCI
门当户对,well-matched - of a matrimonial alliance,VERIFIED,PETCI
门庭若市,a much visited house,VERIFIED,PETCI
门可罗雀,where visitors are few and far between,VERIFIED,PETCI
门户之见,sectarian views,VERIFIED,PETCI
闪烁其辞,speak evasively,VERIFIED,PETCI
闭门羹,receive a cold-shoulder treatment,VERIFIED,PETCI
